date,figure,fyear,measure,period,type,value
2011-09-30,common-outstanding-basic,2011.0,period,9M,common,3235402560
2011-09-30,common-outstanding-basic,2011.0,period,Q3,common,3241796480
2011-06-30,common-outstanding-basic,2011.0,period,TTM-7.75,common,1554701280
2011-06-30,common-outstanding-basic,2011.0,period,H1,common,3232521760
2011-06-30,common-outstanding-basic,2011.0,period,Q2,common,3238287520
2011-03-31,common-outstanding-basic,2011.0,period,TTM-8,common,1548448800
2011-03-31,common-outstanding-basic,2011.0,period,Q1,common,3227650400
2010-12-31,common-outstanding-basic,2010.0,period,TTM-8.25,common,1546400000
2010-12-31,common-outstanding-basic,2010.0,period,FY,common,1546400000
2010-12-31,common-outstanding-basic,2010.0,period,Q4,common,-3460697440
2010-12-31,common-outstanding-basic,2010.0,period,H2,common,-123660000
2010-09-30,common-outstanding-basic,2010.0,period,TTM-8.5,common,3218109440
2010-09-30,common-outstanding-basic,2010.0,period,9M,common,3215985760
2010-09-30,common-outstanding-basic,2010.0,period,Q3,common,3214459040
2010-06-30,common-outstanding-basic,2010.0,period,TTM-8.75,common,3218421440
2010-06-30,common-outstanding-basic,2010.0,period,H1,common,3216460000
2010-06-30,common-outstanding-basic,2010.0,period,Q2,common,3212383200
2010-03-31,common-outstanding-basic,2010.0,period,TTM-9,common,3218789600
2010-03-31,common-outstanding-basic,2010.0,period,Q1,common,3219455200
2009-12-31,common-outstanding-basic,2009.0,period,TTM-9.25,common,3217724640
2009-12-31,common-outstanding-basic,2009.0,period,FY,common,3217724640
2009-12-31,common-outstanding-basic,2009.0,period,Q4,common,3224480480
2009-12-31,common-outstanding-basic,2009.0,period,H2,common,3219109920
2009-09-30,common-outstanding-basic,2009.0,period,TTM-9.5,common,3218843680
2009-09-30,common-outstanding-basic,2009.0,period,9M,common,3216705440
2009-09-30,common-outstanding-basic,2009.0,period,Q3,common,3216285280
2009-06-30,common-outstanding-basic,2009.0,period,TTM-9.75,common,3218216560
2009-06-30,common-outstanding-basic,2009.0,period,H1,common,3216339360
2009-06-30,common-outstanding-basic,2009.0,period,Q2,common,3214937440
2009-03-31,common-outstanding-basic,2009.0,period,TTM-10,common,3214534440
2009-03-31,common-outstanding-basic,2009.0,period,Q1,common,3215195360
2008-12-31,common-outstanding-basic,2008.0,period,FY,common,3214338400
2008-12-31,common-outstanding-basic,2008.0,period,Q4,common,3225258400
2008-12-31,common-outstanding-basic,2008.0,period,H2,common,3221506080
2008-09-30,common-outstanding-basic,2008.0,period,9M,common,3210698400
2008-09-30,common-outstanding-basic,2008.0,period,Q3,common,3214929120
2008-06-30,common-outstanding-basic,2008.0,period,H1,common,3207170720
2008-06-30,common-outstanding-basic,2008.0,period,Q2,common,3202754880
2008-03-31,common-outstanding-basic,2008.0,period,Q1,common,3211586560
2007-12-31,common-outstanding-basic,2007.0,period,FY,common,3209610560
2019-03-31,common-outstanding-diluted,2019.0,period,TTM,common,1772823750
2019-03-31,common-outstanding-diluted,2019.0,period,Q1,common,1776573000
2018-12-31,common-outstanding-diluted,2018.0,period,TTM-0.25,common,1770000000
2018-12-31,common-outstanding-diluted,2018.0,period,FY,common,1770000000
2018-12-31,common-outstanding-diluted,2018.0,period,Q4,common,1774092000
2018-12-31,common-outstanding-diluted,2018.0,period,H2,common,1772819000
2018-09-30,common-outstanding-diluted,2018.0,period,TTM-0.5,common,1765974000
2018-09-30,common-outstanding-diluted,2018.0,period,9M,common,1768710000
2018-09-30,common-outstanding-diluted,2018.0,period,Q3,common,1771680000
2018-06-30,common-outstanding-diluted,2018.0,period,TTM-0.75,common,1761571000
2018-06-30,common-outstanding-diluted,2018.0,period,H1,common,1767181000
2018-06-30,common-outstanding-diluted,2018.0,period,Q2,common,1768950000
2018-03-31,common-outstanding-diluted,2018.0,period,TTM-1,common,1756520750
2018-03-31,common-outstanding-diluted,2018.0,period,Q1,common,1765278000
2017-12-31,common-outstanding-diluted,2017.0,period,TTM-1.25,common,1749000000
2017-12-31,common-outstanding-diluted,2017.0,period,FY,common,1749000000
